Index,Text,True Label,Predicted Label
28344,nhất_là nguyên_tắc mọi hành_vi vi_phạm hành_chính phải được phát_hiện xử_lý ngay đồng_thời cũng phải chú_ý về thời_hạn xử_lý vi_phạm hành_chính,0,1
28345,mua hang co ma giam gia la khoa tk,1,0
28347,ngon như gói bé quá mua ở sài_gòn gói to gấp đôi chỉ có 80k thôi,1,0
28359,trên cả mong_đợi,0,1
28361,tôi sử_dụng sản_phẩm 2 lần đáy nồi bị tróc lớp chống dính mặc_dù đã rất cẩn_thận rửa nồi nút thời_gian cũng có vấn_đề tôi chỉnh nấu 15 phút sau tập_thể_dục nhưng 30 phút quay về nồi vẫn nấu,1,0
28380,69k quá rẻ cuộc tình,0,1
28427,dùng 2 con blackberry tình_hình quay về dùng cục gạch nokia cũ ,1,0
28432,dùng cũng được không giống hình không có chữ samsung,0,1
28458,hơi xước mặt,0,1
28490,thời_gian giao hàng rất nhanh rất không đáng tiềndùng mấy hôm lại hỏng nhếch,1,0
28495,trước_đây có ý_kiến tham_nhũng cũng như đám mây đen trông rất gần nhưng đến gần lại chẳng thấy,1,0
28583, thật_sự chất giấy hơi mỏng nhưng thấm dầu tốt,1,0
28603,mặt trước y_chang samsung cực ghét chữ mi ở mặt trước nếu giấu ra phía sau nhìn đỡ hẳn mác tàu có đẹp_đẽ khoe như dòng redmi_note phía trước sạch_sẽ ổn ,1,0
28634,mới dùng chưa thấy vấn_đề gi,0,1
28660,ram máy_tính của chỉ có 4gb điện_thoại ngày_càng khỏe ,0,1
28688,ios thật ổn_định cứ ra bản mới thì_phải có vài lỗi để người dùng trải_nghiệm ,0,1
28704,rất chán,1,0
28745,giao hàng quá lâu chủ nhiệt_tình,1,0
28746,dùng cá_nhân 100ea nhiều quá,0,1
28828,thực_sự nói nhận được chiếc đồng_hồ trước tôi bóc gói hàng từ bạn chuyển_phát nhanh tôi đã có suy_nghĩ vs số tiền bỏ ra chắc_chắn nó không khác_gì hàng_chợ nhưng tôi đã sai từ cách đóng_gói hàng đến giấy niêm_yết tem bảo_hành xuất_xứ của em nó tôi cực_kỳ hài_lòng ,0,1
28835,chủ_yếu dùng tối trc ngủ để dưỡng môi mềm vì môi hay đánh son lì hễ k dưỡng tối hôm trước lúc thoa son sẽ bong da_chết k ăn son sp có tác_dụng làm hồng môi kha_khá nhưng cũg chưa rõ_rệt lắm vì lúc thoa hồng nhưng bôi hết r tác_dụng làm ẩm hơi thua vaseline 1tý,1,0
28840,đo nhip tim thi vao phân mêm vidonn chuyên sang chê đô sport mode đo chuân lămhôm_qua minh đo kha chinh_xac,0,1
28847,đt đc 2ngày đã hỏng,1,0
28861,kết_quả tổng_hợp tội_danh anh ta bị xử_phạt thật nặng nghiêm_khắc mấy vạn tiền đài,1,0
28868,nick shopee đăng 2 chi_nhánh tới cn gò_vấp quản_lí nói chỉ áp_dụng cn tân_phú,1,0
28929,son mau đo hông,0,1
28950,kg biết nói hơn,1,0
28951,bỉm date mới nhưng chủ k nhiệt_tình,1,0
28978,chưa lột sạch hẳn,0,1
28982,đóng_gói sản_phẩm rất đẹp chắc_chắn khong thay hoa_don,0,1
28990,chọn giày màu đen sao ra giày màu xám   ko đúng hình_ảnh  chất_lượng giày ok ,0,1
29020,bánh mềm nhưng quá ngọt ăn k khác_gì bánh bông lan nhưng quá ngọt được,1,0
29026,hướng_dẫn lại cách cài_đặt kh tìm đc mã kích_hoạt bằng smart_phone,0,1
29122,cô bô lam qua dai vê phai chê lai mơi chay dc,1,0
29209,nói còn nguyên siu nhưng thây siu đã bị bóc rôi vô sắc bin máy nóng chức_năng khác ok còn sắc hơi nóng lên,1,0
29213,máy_xay êm tuy_nhiên xay chút lại có mùi muốn khét không dám xay nữa sợ cháy máy lun,1,0
29223,chất_liệu giầy nhanh bong lắm ạ,1,0
29296,nhanh_dão quá,1,0
29304,shopeehaul giày vải nhung hoạ_tiết in giá đôi giày quá hợp_lí,0,1
29323,ship khá nhanh sp thấm nhanh lên tone nhẹ tuy_nhiên mau khô nên vừa bôi lên mặt tán liền k rất khó tán có_thể do da hh thiên khô nên mới có hiện_tượng như_vậy,1,0
29361,thấy tầm tiền chỉ hơn 150k con xiaomi repeater không có đối_thủmình đã test nó 1 con buffalo 3 râu nhưng không hề thua_kém nó cũng 1 loại repeater thông_minh kết_nối điện_thoại nên có nhiều cài hay nữa bạn có_thể xem thêm ở hướng_dẫn sử_dụng cài_đặt,0,1
29368,sữa bụi bám lon rất nhiều,1,0
29423,hoàn_toàn chưa nhận được đơn hàng sao có_thể đánh_giá dc,1,0
29425,may o lam đuoc,1,0
29426,gửi nhầm đơn kính_cường_lực rõ_ràng em đặt kinh cường_lực gửi em cái ốp 5,1,0
29452,thời_gian giao hàng rất nhanh không có túi ốc_vít,1,0
29453,lon cũng bị mốp vỏ hết,0,1
29483,giao hàng nhanh sản_phẩm ko được tốt như mong_đợi,0,1
29511,nhờ nhận dùm vắng chưa biết sao,0,1
29517,giao sau mẫu,1,0
29521,case i hình case nhựa bọc kim_loại chứ ko phải khay toàn kim_loại đóng_gói sản_phẩm rất đẹp chắc_chắn,0,1
29557,sách không đc mới lm,1,0
29604,chất_lượng ok tuy_nhiên sz ko chuẩn lắm bé hơn so cân nặng đặt bộ bé gái giao bộ của bé trai đề_nghị lần sau check lại đơn đặt_hàng trc giao,0,1
29618,đồng_hồ đẹp nhưng sao không có cái vòng_tay vậy,0,1
29635,nó 2 đầu hdmi luôn tui lở mua rồi không biết làm luôn,1,0
29640,trên 150k đc giảm phí k thấy giảm,0,1
29668,san_pham wa_te duong may chua dug da_so chi,0,1
29681,tất to rộng,0,1
29722,sản_phẩm đáng 0 sao,1,0
29732,không bằng pin rin nhưng vẫn sài tốt so tầm giá cảm_ơn,0,1
29762,dùng loại đất_sét của vedette rất thích nên nghĩ loại cũng tốt nên mua hẳn hũ to dùng được 2 3 lần mụn li_ti đầy trên trán mụn đỏ ở 2 bên má trước sau dùng thấy cũng không khác nhau cả cấp ẩm cực_kì tệ,1,0
29772,uống dỡ quá đắng lợn_cợn rất khó uống có nhiều chỗ bán tinh_bột nghệ uống ngon hơn loại nhiều đừng mua tinh_bột nghệ hiệu khó uống lắm nha cả nhà ơi,1,0
29779,sóng hơi yếu không khỏe,0,1
29797,đẹp nhưng form nhỏ quá size 38 như 36 chắc dán nhầm số size,0,1
29822,nhu trong hình,0,1
29825,chất_lượng phù_hợp giá_cả màu cam in bị lem ko biết màu nhuộm có hại da ko,1,0
29872,dat hag da nhan hag k co cuog luc lam an kj v,1,0
29910,chân 36 lấy sz 35 vẫn thoải_mái phom to,0,1
29924,lúc mua có note gọi trc giao 15   nhưng tới mới gọiko có nhận hẹn qa ngày_mai ship ko chịuphải qành về nhận hàng   hàng okie,0,1
29926,đã mấy năm nay chả mang camera của ip ra so note cả vì note đã vượt xa ip rồi ,0,1
29962,rất tiếc kh có 0 sao,1,0
29965,cái em sam ngốn ram khiếpfree400mb 1 lần mua e tởn tới già luôn huhu,1,0
29989,giá say goodbye 4ever rồi giá cạnh_tranh kiểu thua vè cả chất lẫn giá_cả tầm_giá mido tissot movado sang_trọng lich_lãm vật_liệu phải gọi nồi_đồng_cối_đá đã vậy anh gear s2 chình_ình ra giá chi 5 đến 7 triệu thiết kệ nổi_bật tính_năng đảm_bảo chỉ có ngang hoặc hơn chứ không thua,1,0
29999,em giá_như bên đài đỡ lăng tăng   về vn giá đội lên kinh_khủng    thiên_đường có khác   ,1,0
30012,huhu mất cái mặt táo rồi,0,1
30055, ngon như gói bé quá mua ở sài_gòn gói to gấp đôi chỉ có 80k thôi,1,0
30061,đúng danh_bất_hư_truyền  ,0,1
30067,em mong chị không reply lại đánh_giá cải_thiện sản_phẩm đúng cái khách_hàng muốn mua nhé,1,0
30083,check code trên đt k ra phải check trên mt mới đc có hiện hsd nhé tuy_nhiên màu son cực_kỳ nhạt yêu_cầu quảng_cáo đăng hình cần nói rõ ng mua biết tránh hiểu lầm vì màu son lên chắc_chắn k chuẩn đc như hình có_thể do hàng 1 tem or auth nên khác tự rút kn vậy buồn,1,0
30101,đắt,1,0
30153,hay bị lệch kim k có vạch lạng nên k dùng được trẻ sơ_sinh mua nhầm,1,0
30196,không đẹp 9tr mua đồng_hồ nhật hay tissot đeo vẫn sướng hơn,1,0
30330,giày trấts quá,0,1
30370,đúng như hình_ảnh trên web,0,1
30371,mua lâu rồi nay mới viết review son lúc nhận không được đẹp lắm vì son bên trong bị bám thành nên cây son đã không còn nguyên_vẹn thật buồn,1,0
30407,chẳng có j thích đèn k sáng,1,0
30436,sản_phẩm tươi chu_đáo trả_lời khách,0,1
30450,cưng lắm ơi,0,1
30472,dùng 1 thời_gian bị lỗi đèn cpu nháy liên_tục vẫn có tín_hiệu toàn báo chấm_than đangphải yêu_cầu đổi_trả chưa biết như_thế_nào hơi buồn chút vi mua nhiều rồi có cái bị lỗi,1,0
30475,hết ý_tưởng,1,0
30541,gkkzk,1,0
30571,70k như vây quá lịch_sự r thanks mặc_dù mink mong_chờ hơn nv,0,1
30573,trai nho hon mih tuog tuon,0,1
30579,mất quả pin anker hàng xách tay gần củ tiếc đứt_ruột  lên sục_sạo rồi xách em về dùng được hơn tháng rồi thấy ngon chẳng kém giá bằng có 13 pin dự_phòng chắc ngoài anker được thằng xiaomi ngon chứ mấy ông kia dùng nóng v cả ra chỉ tổ chai pin đt,0,1
30597,mua toàn đồ linh_tinh nhưng giao đủ ko thiếu 1 chi_tiết hee,0,1
30619,wtf mua phải cái đồng_hồ chết ntn,1,0
30657,chất_lượng oke vừa_ý đóng hàng kĩ tốt nhưng nhân_viên hứa mua hàng sẽ được nhận quà tặng như như cuối_cùng nhận được hàng không thấy quà tặng như nviên tư_vấn nói ib hỏi cứ trả_lời quanh_co không vấn_đề rồi chả rep ib luôn thà nói kh tặng trớt ,0,1
30662,điểm cộng son giá_thành hạt_dẻ màu_sắc đa_dạng tha_hồ lựa_chọn bạn hốt luôn 2 cây mỗi đứa màu cũng ưng_ý cả nhưng rất khuyến_khích dùng kèm son_dưỡng vì son làm khô môi điểm trừ mạnh son dễ gãy cực cứ phải nhẹ_nhàng cực ấy còn nữa nếu để son bị nóng hay đãng để trên máy_tính son như muốn tan chảy ra luôn vậy,1,0
30664,hợp đựng đồng_hồ không giống như clip sao nó lại ra ten v,0,1
30669,mới nhận hàng chiều nay test ngay thấy cũng được nhưng_mà nói_chung ko che được hẵn những vết thâm sau mụn nhiều lắm có_điều bên ngoài em nhỏ gọn nhìn đáng yêu lắm tiện túi có_điều hơi ướt_ướt ko biết nó vậy rồi hay do nóng quá nên em nó chảy mồ_hôi nữa hi,1,0
30704,đệm tay,1,0
30730,đắt,1,0
30741,yêu_cầu viết phiếu thu đã liên_hệ chat goi dt báo sẽ gửi kèm nhưng nhận vẫn k có,1,0
30746,mùi hương không được tốt lắm độ cứng còn hơi ít,1,0
30778, tạm thôi,0,1
30784,phuc_vụ quá tốt chất_lượng thành thương_hiệu rồi,0,1
30793,htc nghĩ sao vị_thế của hãng tự_tin áp mức giá htc 10 có_thể chiếc phone tốt nhưng giá bán doanh_số sẽ thảm_hại ,1,0
30813,thời_gian khá nhanh nhưng bên giày mũi quá dài nhìn k đẹp,1,0
30832,ốp bị vỡ có đổi hay hoàn tiền đươc không,1,0
30844,đắt,1,0
30915,công_nhận 1 điều quyển sách thiết_kế đẹp bắt_mắt  tựa đề hay   tuy_nhiên nội_dung không hay sâu_lắng cũng không liên_quan mấy đến tựa đề quyển sách  2sao phần thiết_kế bìa sách,1,0
30916,giao hang nhanh đóng_gói cẩn_thận tuy chưa nếm thử nhưng nhìn mực rất thật so hình sẽ bình_luận về mức_độ sản_phẩm trong cmt tới chúc bán_chạy hàng,0,1
30954,chất_lượng ok lắm nhưng nên kiểm_tra nút xịt kỷ hơn vì xịt rất nó không phun thành dòng đổ ra ngoài nên chọn_lựa chai xịt tốt hơn ạ,0,1
30985,màu y_hình nhưng sản_phẩm bị lỗi 2 tai voi,1,0
30990,chất_lượng sản_phẩm tốt cần tư_vấn nhiệt_tình hơn phục_vụ kém,1,0
31011,cha tốt teo phi tiền,1,0
31039,chất_lượng sản_phẩm tu đóng_gói sản_phẩm rất đẹp chắ,0,1
31051,cái màn_hình hơi sước,0,1
31067,giao hàng nhanh sp chất_lượng lại rẻ hơn mua bên ngoài rất nhiều,0,1
31081,chuẩn cam da sữa sáng hơi bị thất_vọng vì màu hơi sáng hơn dự_định đánh k đều sẽ xấu nhưng nhìn_chung màu tạm ổn,0,1
31098,mùi không thích lỡ tay nên đã làm gãy vừa_mới nhận hàng son mềm quá,1,0
31114,trên cả sự mong_đợi,0,1
31124,đồng_hồ em chạy kh tốt đổi sao anh,0,1
31158,nhiệt_kế bị hỏng,1,0
31179,nói con pin yếusóng yếu sao xài hai ngày rồi chưa hết pin 3g ầm_ầm,0,1
31188,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng chậm,0,1
31205,sạc đt đầy pin k tự ngắt vs chức_năng thông_minhk hỗ_trợ sạc nhanh của note 8 sử_dụng loa nhỏ k duy_trì cứ sau 1p tắt loa,1,0
31210,rất đẹp 2 đôi đặt vừa in tưởng hết tết mới nhận hàng may_teets vaanx cos giasy moies,0,1
31233,ấm có mùi nhựa đóng_gói sản_phẩm rất đẹp chắc_chắn,0,1
31265,vì_vậy cũng tạm ổn không có dây dài như hình,1,0
31266,đã từng fan của sony có đôi điều cần nói bạn hiện_tại sony không ổn về chất_lượng lỗi phần_cứng khá nhiều bạn nên từ_bỏ sony để không fải gặp những lỗi loa rè liệt cảm_ứng khó_chịu ấy thay theo yêu_cầu của bạn bạn có_thể chọn samsung s7 edge hay 1 loại đt khác ko fải sony đã rất sợ sony rồi,1,0
31316,chat vai dep nhug hjh nuu co tjnh giao sai mau mjh ghet mâu trang de bj ban ma lai gjao mau do nen chan luon,1,0
31318,không dám dùng vì thấy mã_vạch 69 tại bản_thân chưa tìm_hiểu kĩ nên cũng mua đủ giá free ship,0,1
31322,chất_lượng sản_phẩm tuyệt_vời nhưng giao hàng chậm,0,1
31342, gửi hàng rất nhanh nhưng phía bên giao hàng nhanh giao chậm quá,1,0
31347,ưu_điểm boot đẹp phù_hợp giá tiền nhược_điểm đế bị bong 1_chút cổ_chân hơi rộng đại nhược_điểm đóng_gói quá tệ lần đầu_tiên gặp gói hàng tệ đến vậy kết_luận sp phù_hợp giá có_thể chấp_nhận,1,0
31355,hàng bị thất_lạc không giao đến được nhưng hỗ_trợ tra_soát hàng tốt,0,1
31385,mùi ghê rít nhờn,1,0
31419,đốt để qua đêm_sáng thấy có gián lật bụng ko biết trùng_hợp hay_là thật_sự có công_dụng,1,0
31422,máy htc one v xưa của vừa mua xong đã phải bảo_hành không được up android sensei chạy rất lag nặng loa kém hơn iphone thấy rõ từ ghét htc ,1,0
31434,chất_lượng sản_phẩm tuyệt_vời nhưng giao hàng hơn chậm,0,1
31450,thơm nồng_nàn,0,1
31459,không có những cộng nghệ đầu nhưng xiaomi luôn đầu về giá kkk,1,0
31473,chữ trên thân gói hơi mờ_nhòe ko biết có phải hàng auth ko,1,0
31550,sản_phẩm cũng được nhưng giao thiếu hàng vẫn chưa nhận được tiền trả hơi buồn,1,0
31562,ban_đầu dùng đc bền k rõ,0,1
31580,sản_phẩm hơi cũ bị xước nhẹ,0,1
31581,sizze giày chưa chuẩn,0,1
31612,hàng giống như hình quảng_cáo giao hàng nhanh check mã_vạch được xài thử 01 lần không thấy ngứa,0,1
31726,1_số mặt_hàng công_nghệ của tq ko kém của thế_giới cũng gần như sámung kém iphone 1_chút giá lại rẻ nếu dùng mang tính_chất sử_dụng công_nghệ ko cần đánh bóng như sámung iphone sp hợp_lýtôi ủng_hộ sp ,0,1
31728,thời_gian giao hàng rất nhanh rất không đáng tiềndùng mấy hôm lại hỏng nhếch,1,0
31763,son mau đo hông,0,1
31777,thời_đại hôm_nay viết sách đã dễ để in sách càng dễ hơn phải_chăng bìa sách được chăm_chút rất đẹp bắt_mắt ưu_điểm đầu_tiên cộng thêm cái tên nghe khá dễ_thương ưu_điểm thứ hai cũng ưu_điểm cuối_cùng nội_dung khá nhạt kết_cấu rời_rạc được chia làm hai phần viết ngược chiều vẫn biết tự bản_thân tản_văn khó viết hay nhưng thật cuốn sách chẳng có đặc_sắc hoặc cố lấy điểm nhấn cũng chẳng khác_gì mấy câu thở_than hay kể_lể của bạn trẻ từng hoặc vài lần chông_chênh gom_góp lại thành cuốn sách thậm_chí nhiều đoạn đọc thấy buồn_cười vì nó ngô_nghê thế_nào,1,0
31786,cái hủ khô_bò ko niêm_phong thấy nó nhẹ hơn so túi mực bỏ lên cân có 4lạng hơn xíu tính lun cả hủ,0,1
31825,mấy cái quần_đùi in giặt bị ra màu tèm_lem hết rùi ơi huhu,1,0
31880,tiền_nào_của_ý form chuẩn chỉ có_điều vừa chưa đc 2p đã bong đế gót nên ktra kỹ hàng trước giao,1,0
31978,hợp tone da k quá trắng như mùi hoá_học chất kem lỏngche phủ trung_bình giao hàng nhanh,0,1
31984,hàng giao nhầm đã gửi lại hàng khác chưa thử nên chưa biết chất_lượng,1,0
32009,nhu cuc cuc,1,0
32017,ngon nhưng hơi ngọt mua về toàn ăn hết trong 1 ngày,0,1
32042,quạt yếu qá,1,0
32045,15cai chỉ gần 600gr thôi bánh đa_dạng nhưng nhỏ nhìu,0,1
32075,zenfone 3 không làm tui thất_vọng trên tay ngất_ngây con gà_tây,0,1
32084,yêu_cầu đổi sản_phẩm bàn_phím không dùng được chế_độ dung của máy cũng hỏng máy thiếu tai nghe đã được tư_vấn chăm_sóc của đại_lý hẹn đổi máy khác trong ngày rất tốt,0,1
32150,lắc bạc rất đẹp mỗi son lắm chì lại quảng_cáo ko chì bùn,0,1
32192,sản_phẩm có mùi thơm,0,1
32198,giày về vừa chân giống hình nhưng đế hơi trơn,1,0
32204,ngàn like,0,1
32207,khung viền kim_loại máy chắc_chắn hơn rồi có hỗ_trợ cả 4g cập_nhật kịp_thời r,0,1
32215,tuyetj cú_mèo 169k,0,1
32238,chính_xác nhái xiaomi mua cục xiaomi 10400mah giá chỉ bằng một_nửa,1,0
32276,ôi rửa xe phát bong luôn còn để lại keo bửn như cứt,1,0
32279,nên ghi rõ kích_cỡ của sản_phẩm chụp lên rõ to làm mua 5 cái chị_em cùng cơ_quan nhưng hàng gửi bé xíu thấy thất_vọng quá,1,0
32311,biết qua trang_web nay mới biết có shoppe uy_tín trong lẫn ngoài,0,1
32317,chi duoc 1sp la dep 2cai con lai ko duoc_ung nam,0,1
32320,gan nhu hinh,1,0
32325,hình_như redmi note 3 chụp    chưa ngon so giá,1,0
32344,giày như trong hình,0,1
32407,đã xác_minh hàng chính_xác giao hàng nhanh sau 2 ngày hỏng,1,0
32457,rộng so bình sữa,0,1
32470,kem mỏng ko cảm_giác nặng da nhìn thật đóng_gói sản_phẩm rất đẹp chắc_chắn,0,1
32472,quá đỉnh quá mong_ước luôn   mỗi_tội chưa có đủ xèng để mua,0,1
32490,hơi lùn,1,0
32563,dùng ôm bụng hài_lòng sản_phẩm,0,1
32565,em đã mua giày em không thấy dây giày hết ạ,1,0
32605,kiêu_dang hoan hao qua ,0,1
32614,so đôi màu nâu chất_lượng không bì được nhưng phom giày ổn đế ok da pu lót trong bằng vải không phải da nói_chung giá không_thể đòi_hỏi khắc_khe được hy_vọng buôn_bán thêm loại tốt hơn như đôi cũ của chất_lượng tốt giá cao tí không sao ạ,0,1
32625,ngon ăn gạo nhiều kb bị béo ko hix,0,1
32693,giao hàng nhanh sản_phẩm ko được tốt như mong_đợi,0,1
